,code
9002,HER_20462.t1:Sp-Bcs1L
9003,HER_20463.t1:Sp-Smp3
9004,HER_20464.t1:Sp-Gpc1246
9005,HER_20465.t1:Sp-Wdr79
9006,HER_20467.t1:none
9007,HER_20470.t1:none
9008,HER_20471.t1:Sp-Mpi
9009,HER_20473.t1:Sp-Hypp_486
9010,HER_20474.t1:Sp-Kpnb3
9011,HER_20475.t1:Sp-Hypp_175
9012,HER_20476.t1:Sp-Dhx33
9013,HER_20477.t1:Sp-Yap1
9014,HER_20478.t1:none
9015,HER_20480.t1:Sp-Mto1
9016,HER_20481.t1:Sp-Dlg1L_1
9017,HER_20481.t2:Sp-Dlg1L_1
9018,HER_20483.t1:Sp-Sgarp2
9019,HER_20484.t1:none
9020,HER_20485.t1:Sp-Tmem126a
9021,HER_20487.t1:Sp-AchE_9
9022,HER_20488.t1:none
9023,HER_20489.t1:Sp-Tmem126a
9024,HER_2049.t1:Sp-Reeler/Egf/Foln
9025,HER_20490.t1:Sp-AchE_9
9026,HER_20491.t1:Sp-Nlgn4yL
9027,HER_20491.t2:Sp-Nlgn4yL
9028,HER_20492.t1:Sp-Drd3L_2
9029,HER_20493.t1:none
9030,HER_20494.t1:Sp-Rxfp2L
9031,HER_20495.t1:Sp-Mark4
9032,HER_20495.t2:Sp-Mark4
9033,HER_20497.t1:Sp-CspeN4
9034,HER_20498.t1:none
9035,HER_20499.t1:Sp-Mark4
9036,HER_205.t1:Sp-Hypp_2846
9037,HER_2050.t1:Sp-FibpL
9038,HER_20500.t1_HER_20496.t1.1.5f2d7415:Sp-Tm9sf2_1
9039,HER_20500.t1_HER_20496.t1:Sp-Tm9sf2_1
9040,HER_20501.t1:Sp-CspeN4
9041,HER_20503.t1:none
9042,HER_20504.t1:Sp-CspeN4
9043,HER_20506.t1:none
9044,HER_20507.t1:Sp-CspeN4
9045,HER_20508.t1:Sp-Hypp_507
9046,HER_20509.t1:Sp-Hypp_2544
9047,HER_2051.t1:none
9048,HER_20510.t1:Sp-Cubn-5
9049,HER_20511.t1:Sp-Cub/Fa58C/Ldla/Gpcr
9050,HER_20512.t1:Sp-Lnb/7Tm/GpcrD
9051,HER_20513.t1:Sp-Rxfp1L_1
9052,HER_20514.t1.1.5f2c6af6:Sp-Gyg1
9053,HER_20514.t1:Sp-Gyg1
9054,HER_20515.t1:Sp-Endrvt88
9055,HER_20516.t1:Sp-C1qL_3
9056,HER_20517.t1:Sp-C1qL_6
9057,HER_20519.t1:Sp-Hypp_2317
9058,HER_2052.t1:Sp-Sacs-2
9059,HER_20522.t1:Sp-Angptl1
9060,HER_20523.t1:Sp-Zizimin1
9061,HER_20523.t2:Sp-Zizimin1
9062,HER_20526.t1:Sp-RagA
9063,HER_20527.t1:Sp-Endrvt88
9064,HER_20528.t1:none
9065,HER_2053.t1:Sp-Slit1bL
9066,HER_20530.t1:none
9067,HER_20533.t1:Sp-Gal3st3
9068,HER_20536.t1:none
9069,HER_20538.t2:none
9070,HER_20540.t1:Sp-Endrvt88
9071,HER_20541.t1:Sp-Abcc4f
9072,HER_20542.t1:Sp-Hypp_404
9073,HER_20543.t1:Sp-MthL
9074,HER_20544.t1:none
9075,HER_20545.t1:none
9076,HER_20546.t1:Sp-Hypp_404
9077,HER_20547.t1:Sp-Hypp_272
9078,HER_20548.t1:none
9079,HER_2055.t1:Sp-Reeler/Egf/Foln
9080,HER_20551.t1:Sp-Hypp_2543
9081,HER_20552.t1:Sp-Upf3
9082,HER_20553.t1:Sp-Pelp1
9083,HER_20554.t1:Sp-Hypp_1024
9084,HER_20555.t1:none
9085,HER_20556.t1:Sp-Ttc14L
9086,HER_20556.t2:Sp-Ttc14L
9087,HER_20557.t1:Sp-Mfsd3
9088,HER_20558.t1:Sp-PolppL_95
9089,HER_2056.t1:Sp-FibpL
9090,HER_20563.t1:Sp-Hypp_2310
9091,HER_20564.t1:Sp-Npy1rL
9092,HER_20566.t1:none
9093,HER_20567.t1:none
9094,HER_2057.t1:none
9095,HER_20571.t1:Sp-Slc10a1
9096,HER_20572.t1:Sp-Slc10a1
9097,HER_20573.t1:Sp-Slc10a1
9098,HER_20574.t1:Sp-Atp6ap2
9099,HER_20575.t1_HER_20576.t1:Sp-Cog7
9100,HER_20577.t1:Sp-Ttc14L
9101,HER_20577.t2:Sp-Ttc14L
9102,HER_20578.t1:none
9103,HER_20579.t1:Sp-Hypp_1024
9104,HER_2058.t1:none
9105,HER_20580.t1:Sp-Pelp1
9106,HER_20581.t1:Sp-Upf3
9107,HER_20582.t1:Sp-Hypp_2543
9108,HER_20586.t1:Sp-Cog7
9109,HER_20586.t2:Sp-Cog7
9110,HER_20586.t3:Sp-Cog7
9111,HER_20587.t1:Sp-Atp6ap2
9112,HER_20588.t1:Sp-Wdr60
9113,HER_20589.t1:Sp-Slc10a1
9114,HER_20590.t1:Sp-Slc10a1
9115,HER_20593.t1:none
9116,HER_20594.t1:Sp-Npy1rL
9117,HER_20595.t1:Sp-EgfiL_3
9118,HER_206.t1:Sp-PcbpdB1L
9119,HER_2060.t1:Sp-Sacs-2
9120,HER_20600.t1:Sp-PolppL_95
9121,HER_20601.t1:Sp-Mfsd3
9122,HER_20602.t1:none
9123,HER_20603.t1:Sp-Asun
9124,HER_20606.t1:Sp-Rps13
9125,HER_20607.t1:none
9126,HER_20608.t1.1.5f2c6af7:Sp-Aplysia/Adp/Ribcyc
9127,HER_20608.t1:Sp-Aplysia/Adp/Ribcyc
9128,HER_20609.t1:Sp-LacL_4
9129,HER_2061.t1:Sp-Slit1bL
9130,HER_20610.t1:Sp-Slc2a1
9131,HER_20611.t1:Sp-Gpr151L_3
9132,HER_20614.t1:Sp-Gpr151L_3
9133,HER_20615.t1:Sp-Gpr54L_6
9134,HER_20616.t1:Sp-Slc2a5
9135,HER_20618.t1.1.5f2c6ad8:none
9136,HER_20618.t1:none
9137,HER_20619.t1:Sp-Hypp_298
9138,HER_2062.t1:Sp-ReelerL_4
9139,HER_20620.t1:Sp-Kiaa0226L
9140,HER_20621.t1:none
9141,HER_20621.t2:none
9142,HER_20622.t1:Sp-Eif3L
9143,HER_20623.t1:Sp-Cdc20
9144,HER_20624.t1:Sp-Abcc5_1
9145,HER_20627.t1:none
9146,HER_20629.t1:Sp-Abcc5_1
9147,HER_2063.t1:Sp-Rvt/Exn/End/Pplp
9148,HER_20631.t1:Sp-PppL_113
9149,HER_20635.t1:Sp-Abcc5f
9150,HER_20637.t1:Sp-Hypp_244
9151,HER_20638.t1:Sp-Hypp_3125
9152,HER_20639.t1:Sp-Shox
9153,HER_2064.t1:Sp-Sacs-2
9154,HER_20640.t1:Sp-Mem_trans
9155,HER_20642.t1:Sp-Mem_trans
9156,HER_20642.t2:Sp-Mem_trans
9157,HER_20643.t1:none
9158,HER_20644.t1:none
9159,HER_20645.t1:Sp-Lims2
9160,HER_20647.t1:Sp-PolppL_51
9161,HER_20648.t1:Sp-Z105
9162,HER_20649.t1:Sp-PppL_140
9163,HER_2065.t1:Sp-Hypp_430
9164,HER_20650.t1:Sp-Clns1a
9165,HER_20651.t1:none
9166,HER_20652.t1:Sp-B4galt6_5
9167,HER_20653.t1:none
9168,HER_20654.t1:Sp-Hypp_1135
9169,HER_20655.t1:Sp-Fuz
9170,HER_20657.t1:Sp-Fuzzy2
9171,HER_20658.t1:Sp-Ppm1l
9172,HER_20659.t1:Sp-Hypp_1634
9173,HER_2066.t1:Sp-Rt5
9174,HER_20660.t1.1.5f2c6ada:Sp-Pold3
9175,HER_20660.t1:Sp-Pold3
9176,HER_20661.t1:Sp-Schip1
9177,HER_20662.t1:Sp-Pin4
9178,HER_20663.t1:Sp-Redt
9179,HER_20664.t1:Sp-Plscr1
9180,HER_20664.t2:Sp-Plscr1
9181,HER_20664.t3:Sp-Plscr1
9182,HER_20665.t1:Sp-Iqce
9183,HER_20666.t1:Sp-C12orf66
9184,HER_20667.t1:none
9185,HER_20668.t1:Sp-Stag3
9186,HER_20669.t1:Sp-Schip1
9187,HER_2067.t1:Sp-Hypp_1107
9188,HER_20670.t1:Sp-Pin4
9189,HER_20671.t1:Sp-Redt
9190,HER_20672.t1:Sp-Plscr1
9191,HER_20673.t1:Sp-C12orf66
9192,HER_20674.t1:none
9193,HER_20675.t1:Sp-Stag1
9194,HER_20676.t1:Sp-Adrb2L_10
9195,HER_20677.t1:Sp-Hypp_2848
9196,HER_20678.t1:Sp-Adra1aL
9197,HER_20679.t1:Sp-Adra1aL
9198,HER_2068.t1:none
9199,HER_20680.t1:Sp-Adrb2L_10
9200,HER_20681.t1:Sp-Ams
9201,HER_20682.t1:Sp-BcatL_1
9202,HER_20684.t1:Sp-Hypp2824
9203,HER_20685.t1:Sp-BcatL_1
9204,HER_20686.t1:Sp-Hypp2824
9205,HER_20687.t1:Sp-PppL_220
9206,HER_20688.t1:Sp-Fn3/Igf_37
9207,HER_20690.t1:Sp-PppL_132
9208,HER_20692.t1:Sp-Hypp_2065
9209,HER_20693.t1:Sp-BcatL_1
9210,HER_20694.t1:Sp-EndrvtL
9211,HER_20695.t1:Sp-Kctd1L_1
9212,HER_20697.t1.1.5f2c6af8:Sp-Galr2L_16
9213,HER_20697.t1:Sp-Galr2L_16
9214,HER_20698.t1:Sp-LacL_1
9215,HER_20699.t1:Sp-LacL_1
9216,HER_207.t1:none
9217,HER_20700.t1:Sp-AchE_2
9218,HER_20701.t1.1.5f2c6ada:Sp-Cyp46L1
9219,HER_20701.t1:Sp-Cyp46L1
9220,HER_20702.t1:Sp-Dcdsh_1
9221,HER_20703.t1:Sp-Taar7eL_4
9222,HER_20704.t1:Sp-Mett11
9223,HER_20705.t1:Sp-Hypp2824
9224,HER_20706.t1:Sp-Endnrt
9225,HER_20707.t1:Sp-Hypp_2825
9226,HER_20708.t1:none
9227,HER_20709.t1:Sp-PitpnaL
9228,HER_2071.t1:Sp-Sacs-2
9229,HER_20710.t1:Sp-Hypp_656
9230,HER_20711.t1:Sp-Herc4-3
9231,HER_20712.t1:Sp-Herc4-3
9232,HER_20714.t1:Sp-Hypp_97
9233,HER_20716.t1:Sp-PolppL_39
9234,HER_20718.t1:none
9235,HER_20719.t1:Sp-Hypp_656
9236,HER_2072.t1:none
9237,HER_20720.t1:Sp-Herc4-3
9238,HER_20721.t1:Sp-Herc4_6
9239,HER_20722.t1:none
9240,HER_20724.t1:Sp-TimL
9241,HER_20725.t1:Sp-Cntn5L
9242,HER_20726.t1:Sp-Bivm
9243,HER_20727.t1:Sp-Hypp_970
9244,HER_2073.t1:Sp-Tmem145_1
9245,HER_20732.t1:none
9246,HER_20733.t1:none
9247,HER_20734.t1:Sp-PolypL_122
9248,HER_20735.t1:Sp-Hypp_1733
9249,HER_20737.t1:Sp-Fut7
9250,HER_20738.t1.1.5f2c6af8:none
9251,HER_20738.t1:none
9252,HER_20739.t1:none
9253,HER_2074.t1:none
9254,HER_20740.t1:Sp-Cep63
9255,HER_20741.t1:Sp-Hypp_3012
9256,HER_20742.t1:Sp-Amy_6
9257,HER_20743.t1:Sp-Amy2a
9258,HER_20744.t1:Sp-Amy_9
9259,HER_20746.t1:Sp-Ugcgl1_1
9260,HER_20747.t1:Sp-Clect/Ldla_1
9261,HER_20748.t1:Sp-Clect/Ldla_5
9262,HER_20753.t1:Sp-PolppL_72
9263,HER_20758.t1:Sp-Rxfp1L_1
9264,HER_20759.t1:Sp-C11orf30L
9265,HER_20760.t1:Sp-Slsp_23
9266,HER_20761.t1:none
9267,HER_20762.t1:Sp-Slsp_6
9268,HER_20763.t1:none
9269,HER_20764.t1:Sp-Slsp_6
9270,HER_20767.t1:Sp-Psmd1
9271,HER_20768.t1.1.5f2c6adb:Sp-5ht2
9272,HER_20768.t1:Sp-5ht2
9273,HER_20769.t1:none
9274,HER_20770.t1:Sp-Alg9
9275,HER_20770.t2:Sp-Alg9
9276,HER_20775.t1:Sp-Atg4hb
9277,HER_20775.t2.1.5f2c6af9:Sp-Atg4hb
9278,HER_20775.t2.2.5f2c6af9:Sp-Atg4hb
9279,HER_20775.t2:Sp-Atg4hb
9280,HER_20776.t1.1.5f2c6ae3:Sp-Atp11-2
9281,HER_20776.t1.2.5f2c6ae3:Sp-Atp11-2
9282,HER_20776.t1:Sp-Atp11-2
9283,HER_20777.t1:Sp-Mec-2l
9284,HER_20778.t1.1.5f2c6af9:Sp-Zf(mynd)_13L
9285,HER_20778.t1:Sp-Zf(mynd)_13L
9286,HER_20779.t1:Sp-Egfib_3
9287,HER_20782.t1:Sp-Il1r/Rs1(d)
9288,HER_20783.t1:Sp-Asp_17
9289,HER_20784.t1:Sp-Slsp_24
9290,HER_20785.t1:Sp-Slsp_22
9291,HER_20786.t1:Sp-Slsp_22
9292,HER_20787.t1:Sp-Asp_17
9293,HER_2079.t1:none
9294,HER_20790.t1:Sp-Chrna7_7
9295,HER_20791.t1:Sp-Gal3st3
9296,HER_20792.t1:none
9297,HER_20793.t1:Sp-Gal3st3L_3
9298,HER_20794.t1.1.5f2c6af9:Sp-Gal3st3L_3
9299,HER_20794.t1:Sp-Gal3st3L_3
9300,HER_20796.t1:Sp-Hypp_3
9301,HER_20797.t1:Sp-Med12L_2
9302,HER_20797.t2:Sp-Med12L_2
9303,HER_20798.t1:Sp-PolypL_74
9304,HER_208.t1:Sp-Dgcr14L
9305,HER_2080.t1:Sp-Hypp_1840
9306,HER_20800.t1:Sp-Med12L_2
9307,HER_20801.t1:Sp-C1qL_4
9308,HER_20802.t1:Sp-Gpr54L_3
9309,HER_20803.t1:Sp-Gpr54L_3
9310,HER_20804.t1:Sp-Abcc5D
9311,HER_20806.t1:Sp-Slc6a13
9312,HER_20809.t1:Sp-Slc6a1
9313,HER_20811.t1:Sp-Fn3/Igf_15
9314,HER_20812.t1:none
9315,HER_20813.t1:none
9316,HER_20814.t1:Sp-Fn3/Ig
9317,HER_20815.t1:Sp-Hypp_1080
9318,HER_20816.t1:none
9319,HER_20817.t1:Sp-Rt18
9320,HER_20819.t1:Sp-Hypp_355
9321,HER_20820.t1:Sp-Hypp_355
9322,HER_20822.t1:Sp-Hypp_355
9323,HER_20823.t1:Sp-Hypp_355
9324,HER_20825.t1:Sp-Hypp_2701
9325,HER_20826.t1:Sp-Hypp_2701
9326,HER_20828.t1:Sp-Slc35a5
9327,HER_2083.t1:none
9328,HER_20831.t1:Sp-Hdhd1a
9329,HER_20832.t1:Sp-Prg4_2
9330,HER_20833.t1:Sp-LacL_7
9331,HER_20834.t1:none
9332,HER_20835.t1:Sp-FibropellinL3
9333,HER_20836.t1:Sp-PppL_129
9334,HER_20838.t1:Sp-Slsp_23
9335,HER_20839.t1:Sp-Abcc5D
9336,HER_2084.t1:Sp-Mppe1
9337,HER_20840.t1:Sp-Slc6a13
9338,HER_20845.t1:Sp-PolypL_4
9339,HER_20846.t1:Sp-Slc6a1
9340,HER_20848.t1:Sp-Slc6a1
9341,HER_20849.t1:Sp-Slsp_6
9342,HER_2085.t1:Sp-Cdk10L2
9343,HER_20850.t1:Sp-Egfi
9344,HER_20851.t1:none
9345,HER_20852.t1:Sp-LacL_7
9346,HER_20853.t1:Sp-Hdhd1a
9347,HER_20856.t1:Sp-Slc35a5
9348,HER_20857.t1:none
9349,HER_20858.t1:Sp-Pcyt1b
9350,HER_20859.t1:Sp-Pola_1
9351,HER_20860.t1:Sp-Inpp5d
9352,HER_20861.t1:none
9353,HER_20862.t1:Sp-Sap130L
9354,HER_20863.t1:Sp-Sap130L
9355,HER_20863.t2:Sp-Sap130L
9356,HER_20863.t3:Sp-Sap130
9357,HER_20864.t1:Sp-Kctd1L_6
9358,HER_20865.t1:Sp-Drel
9359,HER_20866.t1:Sp-LacL_6
9360,HER_20867.t1:Sp-FcgbpL_1
9361,HER_20869.t1:none
9362,HER_2087.t1:none
9363,HER_20870.t1:Sp-Kctd1_2
9364,HER_20871.t1:Sp-Hypp_1570
9365,HER_20872.t1:Sp-Colp3a
9366,HER_20872.t2:Sp-Colp3a
9367,HER_20873.t1:Sp-Colp4a_2
9368,HER_20874.t1:Sp-Dcun1d1
9369,HER_20875.t1:none
9370,HER_20876.t1:Sp-Hypp_1967
9371,HER_20877.t1:none
9372,HER_20878.t1:Sp-Hypp3088
9373,HER_20879.t1:Sp-Hypp3088
9374,HER_2088.t1:none
9375,HER_2088.t2:none
9376,HER_20880.t1:Sp-Hypp3088
9377,HER_20881.t1:Sp-Hypp3088
9378,HER_20884.t1:Sp-Z105
9379,HER_20885.t1:Sp-Fastkd1L
9380,HER_20886.t1:Sp-Kctd1L_1
9381,HER_20887.t1:Sp-Kctd1L_1
9382,HER_20888.t1:Sp-Rfc4
9383,HER_20889.t1:Sp-Ect2
9384,HER_2089.t1:none
9385,HER_20890.t1:Sp-Dcdsh_2
9386,HER_20891.t1:Sp-PolypL_5
9387,HER_20892.t1:Sp-Unc44_197
9388,HER_20893.t1:Sp-Polyp_4
9389,HER_20895.t1:Sp-PolypL_121
9390,HER_20896.t1:Sp-PolypL_122
9391,HER_20899.t1:Sp-Iws1
9392,HER_209.t1:none
9393,HER_2090.t1_HER_2103.t1:Sp-Cenpj
9394,HER_20902.t1:Sp-Hypp_2153
9395,HER_20903.t1:Sp-AadacL_1
9396,HER_20904.t1:Sp-AadacL_1
9397,HER_20905.t1:Sp-AadacL_1
9398,HER_20906.t1:Sp-AadacL_1
9399,HER_20907.t1.1.5f2c6add:Sp-Vash2
9400,HER_20907.t1:Sp-Vash2
9401,HER_20909.t1:Sp-Adrb1L_1
9402,HER_20911.t1:Sp-My7A
9403,HER_20912.t1:Sp-Thap2
9404,HER_20913.t1:Sp-Gsr
9405,HER_20914.t1:Sp-PppL_146
9406,HER_20915.t1:Sp-PppL_146
9407,HER_20916.t1:Sp-Z142
9408,HER_20917.t1.1.5f2c6afa:Sp-Xpg_1
9409,HER_20917.t1:Sp-Xpg_1
9410,HER_20918.t1:none
9411,HER_20919.t1:Sp-Nkapl
9412,HER_20920.t1:Sp-Xrra1L_1
9413,HER_20921.t1:Sp-Ysk
9414,HER_20922.t1:Sp-Znhit1
9415,HER_20923.t1:Sp-Gcc2
9416,HER_20924.t1:Sp-Dcdsh
9417,HER_20925.t1:Sp-Htr7L
9418,HER_20926.t1:Sp-Htr1aL_8
9419,HER_20927.t1:none
9420,HER_2093.t1:Sp-Tlr109
9421,HER_20930.t1:Sp-Galr2L_4
9422,HER_20931.t1:Sp-Galr2L_3
9423,HER_20932.t1:Sp-Hypp_1793
9424,HER_20934.t1:Sp-IgfalsL2
9425,HER_20935.t1:none
9426,HER_20936.t1.1.5f2c6afb:Sp-MacpfE.4
9427,HER_20936.t1:Sp-MacpfE.4
9428,HER_20938.t1:Sp-Mrpl2l
9429,HER_2094.t1:Sp-Tlr068
9430,HER_20940.t1:none
9431,HER_20941.t1:none
9432,HER_20942.t1:Sp-Hypp_1307
9433,HER_20943.t1:Sp-Hypp_2690
9434,HER_20944.t1:Sp-Hypp_2690
9435,HER_20947.t1.1.5f2c6afb:Sp-Slc2a1
9436,HER_20947.t1:Sp-Slc2a1
9437,HER_20948.t1.1.5f2c6ade:Sp-Salmfap
9438,HER_20948.t1:Sp-Salmfap
9439,HER_20949.t1.1.5f2c6ade:Sp-C5orf34L
9440,HER_20949.t1:Sp-C5orf34L
9441,HER_20950.t1.1.5f2c6afb:Sp-Phca
9442,HER_20950.t1:Sp-Phca
9443,HER_20951.t1:Sp-Cwc_Cwf_15
9444,HER_20952.t1:Sp-Plekhb2
9445,HER_20952.t2:Sp-Plekhb2
9446,HER_20952.t3:Sp-Plekhb2
9447,HER_20953.t1:Sp-Wdr69
9448,HER_20954.t1:none
9449,HER_20955.t1_HER_20956.t1.1.5f2d742f:Sp-Rdh11_3
9450,HER_20955.t1_HER_20956.t1.2.5f2d742f:Sp-Rdh11_3
9451,HER_20955.t1_HER_20956.t1.3.5f2d742f:Sp-Rdh12
9452,HER_20955.t1_HER_20956.t1.4.5f2d742f:Sp-Rdh11_3
9453,HER_20955.t1_HER_20956.t1:Sp-Rdh11_3
9454,HER_20958.t1:Sp-Taf6
9455,HER_20959.t1.1.5f2c6afb:Sp-Il1ap
9456,HER_20959.t1:Sp-Il1ap
9457,HER_20960.t1:Sp-Il1ap
9458,HER_20961.t1_HER_20964.t1:Sp-Hypp_2150
9459,HER_20965.t1:Sp-Hypp_2151
9460,HER_20966.t1:Sp-Il1ap
9461,HER_20967.t1:Sp-Aadac_1
9462,HER_2097.t1:Sp-Tlr036
9463,HER_20972.t1:none
9464,HER_20973.t1:none
9465,HER_20974.t1:none
9466,HER_20975.t1:none
9467,HER_20977.t1:none
9468,HER_20978.t1:none
9469,HER_20979.t1:none
9470,HER_2098.t1:Sp-Tlr068
9471,HER_20980.t1:none
9472,HER_20981.t1:none
9473,HER_20982.t1:none
9474,HER_20983.t1:none
9475,HER_20984.t1_HER_20986.t1:Sp-AmotL
9476,HER_20987.t1:Sp-Ap1s2
9477,HER_20987.t2.1.5f2c6adf:Sp-Ap1s2
9478,HER_20987.t2:Sp-Ap1s2
9479,HER_20988.t1:Sp-Hypp_1987
9480,HER_20989.t1:none
9481,HER_2099.t1:Sp-Fn3f_29
9482,HER_20990.t1:Sp-Tpase4
9483,HER_20991.t1:Sp-Hypp_1987
9484,HER_20992.t1:Sp-Hypp_1987
9485,HER_20993.t1_HER_20995.t1.1.5f2d741a:Sp-Bmp1/TldL2
9486,HER_20993.t1_HER_20995.t1:Sp-Bmp1/TldL2
9487,HER_20996.t1:Sp-Med14
9488,HER_20996.t2:Sp-Med14
9489,HER_20996.t3:Sp-Med14
9490,HER_20997.t1:Sp-Mbnl1
9491,HER_20997.t2:Sp-Mbnl1
9492,HER_20997.t3:Sp-Mbnl1
9493,HER_20998.t1:Sp-Mbnl1
9494,HER_21.t1:Sp-Pes1
9495,HER_2100.t1:Sp-Tlr162
9496,HER_21004.t1:Sp-Ift80L1
9497,HER_21005.t1:Sp-Cxorf58
9498,HER_21006.t1:Sp-Abcc5E
9499,HER_21007.t1_HER_21009.t1:Sp-Hypp_2040
9500,HER_21008.t1:Sp-L1td1L
9501,HER_2101.t1:Sp-TlrP69
9502,HER_21010.t1:Sp-Kpna3
9503,HER_21011.t1:none
9504,HER_21012.t1:Sp-Arx
9505,HER_21013.t1:Sp-Cryz
9506,HER_21014.t1:Sp-XerdL
9507,HER_21015.t1:Sp-Cryz
9508,HER_21016.t1:none
9509,HER_21017.t1:none
9510,HER_21019.t1.1.5f2c6afc:Sp-Tmlhe_1
9511,HER_21019.t1:Sp-Tmlhe_1
9512,HER_2102.t1:Sp-Tlr162
9513,HER_21021.t1:Sp-Tmlhe
9514,HER_21023.t1:Sp-Tert
9515,HER_21023.t2:Sp-Tert
9516,HER_21024.t1:none
9517,HER_21025.t1:Sp-Hypp3088
9518,HER_21026.t1:Sp-Hypp3088
9519,HER_21027.t1:Sp-Thap4
9520,HER_21029.t1:Sp-PolppL_39
9521,HER_21030.t1:Sp-PolppL_39
9522,HER_21031.t1:Sp-Hypp_97
9523,HER_21032.t1:none
9524,HER_21033.t1:none
9525,HER_21034.t1:Sp-Hypp_69
9526,HER_21035.t1:Sp-Reeler/Egf/Cub_1
9527,HER_21036.t1:Sp-Slsp_23
9528,HER_21037.t1:none
9529,HER_21038.t1:none
9530,HER_21039.t1:Sp-Pacrg
9531,HER_2104.t1:none
9532,HER_21040.t1:Sp-Norrin
9533,HER_21041.t1:Sp-Wdfy2
9534,HER_21042.t1:Sp-Acs13
9535,HER_21043.t1:none
9536,HER_21044.t1:Sp-Ryk
9537,HER_21044.t2:Sp-Ryk
9538,HER_21044.t3:Sp-Ryk
9539,HER_21044.t4:Sp-Ryk
9540,HER_21045.t1:Sp-Pibf1L
9541,HER_21046.t1:Sp-GhdcL
9542,HER_21047.t1:Sp-Fbxl20
9543,HER_21049.t1:none
9544,HER_2105.t1:Sp-Slc16a9_3
9545,HER_21050.t1:Sp-Hypp_1439
9546,HER_21054.t1:none
9547,HER_21055.t1:Sp-Hypp_2309
9548,HER_21056.t1:none
9549,HER_21059.t1:Sp-Ig/Itamc1
9550,HER_2106.t1:Sp-PolypL_953
9551,HER_2106.t2:Sp-Hypp_1059
9552,HER_21060.t1:Sp-Unc44L_65
9553,HER_21064.t1:none
9554,HER_21065.t1:Sp-Hypp_754
9555,HER_21066.t1:Sp-Pdxk
9556,HER_21066.t2:Sp-Pdxk
9557,HER_21067.t1:Sp-Trim2-4
9558,HER_21068.t1:Sp-Hypp_2701
9559,HER_21069.t1:Sp-Hypp_1696
9560,HER_2107.t1:Sp-Hypp_1075
9561,HER_21079.t1:Sp-LrpL_3
9562,HER_2108.t1:Sp-Sgsm1_1
9563,HER_21080.t1:Sp-Fn3f_29
9564,HER_21081.t1:Sp-LrpL_3
9565,HER_21083.t1:Sp-Rt32
9566,HER_21084.t1:Sp-LrpL_3
9567,HER_21086.t1:Sp-Rt32
9568,HER_21087.t1:Sp-LrpL_3
9569,HER_21089.t1:Sp-Gpr158
9570,HER_21091.t1:Sp-Gpr158
9571,HER_21092.t1:none
9572,HER_21093.t1:Sp-Prdm9
9573,HER_21094.t1.1.5f2c6be2:Sp-Ankib1_1
9574,HER_21094.t1:Sp-Ankib1_1
9575,HER_21094.t2:Sp-Ankib1_1
9576,HER_21095.t1:Sp-Ptger3
9577,HER_21097.t1:Sp-Hypp_1701
9578,HER_21098.t1:Sp-Hypp_2849
9579,HER_21099.t1:Sp-Hypp_2849
9580,HER_211.t1:Sp-L1td1L
9581,HER_2110.t1:Sp-Mnt
9582,HER_21100.t1:none
9583,HER_21106.t1.1.5f2c6be3:Sp-Vwde
9584,HER_21106.t1:Sp-Vwde
9585,HER_2111.t1:Sp-Hypp_2827
9586,HER_21111.t1:Sp-RtL_23
9587,HER_21112.t1:Sp-Hypp_2947
9588,HER_21113.t1:none
9589,HER_21114.t1.1.5f2c6c1b:Sp-Cdc6
9590,HER_21114.t1:Sp-Cdc6
9591,HER_21115.t1:Sp-Cwc22
9592,HER_21116.t1:Sp-Hypp_1926
9593,HER_21117.t1:Sp-Unk_28
9594,HER_21118.t1:Sp-PppL_151
9595,HER_2112.t1:Sp-Hypp_2827
9596,HER_21122.t1:Sp-Unk_28
9597,HER_21123.t1:none
9598,HER_21124.t1:Sp-Adam/TsL3
9599,HER_21126.t1:Sp-Tectonic
9600,HER_21127.t1:Sp-PolppL_24
9601,HER_2113.t1:Sp-Cltc
9602,HER_21131.t1:Sp-Hypp_1926
9603,HER_21135.t1:Sp-Zf(cchc)26_2
9604,HER_2114.t1:Sp-Rpesp
9605,HER_21141.t1:Sp-Unk_28
9606,HER_21147.t1:Sp-Tectonic
9607,HER_21148.t1:Sp-Tectonic
9608,HER_2115.t1:Sp-Tlr099
9609,HER_21151.t1:Sp-Hypp_1496
9610,HER_21153.t1:Sp-Unk_28
9611,HER_21157.t1:Sp-PolypL_939
9612,HER_21158.t1:Sp-Tectonic
9613,HER_21159.t1:Sp-Adam/TsL3
9614,HER_2116.t1:Sp-Mmab
9615,HER_21161.t1:none
9616,HER_21162.t1:none
9617,HER_21163.t1.1.5f2c6c1b:Sp-Alk1/2
9618,HER_21163.t1:Sp-Alk1/2
9619,HER_21164.t1:Sp-Nr1x
9620,HER_21165.t1:Sp-Endrvt22
9621,HER_21166.t1:Sp-Hypp_281
9622,HER_21167.t1:none
9623,HER_21168.t1.1.5f2c6be4:Sp-Cd63L
9624,HER_21168.t1:Sp-Cd63L
9625,HER_21168.t2:Sp-Cd63L
9626,HER_21169.t1:Sp-Ica1
9627,HER_2117.t1:Sp-Fam109a
9628,HER_21172.t1:Sp-Hypp_97
9629,HER_21173.t1:Sp-PolppL_39
9630,HER_21174.t1:Sp-PolppL_39
9631,HER_21175.t1:Sp-Hypp_97
